,Tweet,ID,Length,Source,Favourites,Reweet_count,Timestamp,sentiment,popularity,sentimentValue
25,"RT @Cristiano: 𝐖𝐞 𝐛𝐞𝐥𝐢𝐞𝐯𝐞 𝐮𝐧𝐭𝐢𝐥 𝐭𝐡𝐞 𝐞𝐧𝐝… and we will do everything to achieve our goals! We are RED DEVILS 💪🏽 
#MUFC #championsleague https…",1538416436892278784,140,Twitter for Android,0,28758,2022-06-19 07:00:35+00:00,0,Neutral,0.0
26,RT @moolaland: The #ChampionsLeague Fake Tickets Disaster Could Have Been Avoided Using #blockchaintechnology https://t.co/4gfYTHuAh7 via @…,1538415415390609413,140,Twitter for Android,0,2,2022-06-19 06:56:32+00:00,-1,Negative,-0.5
27,"RT @Mediavenir: 🇫🇷 FLASH - Les images de vidéosurveillance du #StadeDeFrance sur lesquelles on pouvait voir des scènes ""extrêmement violent…",1538414620699938816,140,Twitter for Android,0,4752,2022-06-19 06:53:22+00:00,-1,Negative,-0.8
28,"RT @Mediavenir: 🇫🇷 FLASH - Les images de vidéosurveillance du #StadeDeFrance sur lesquelles on pouvait voir des scènes ""extrêmement violent…",1538410705107288064,140,Twitter for Android,0,4752,2022-06-19 06:37:49+00:00,-1,Negative,-0.8
29,"RT @Mediavenir: 🇫🇷 FLASH - Les images de vidéosurveillance du #StadeDeFrance sur lesquelles on pouvait voir des scènes ""extrêmement violent…",1538410533656875009,140,Twitter Web App,0,4752,2022-06-19 06:37:08+00:00,-1,Negative,-0.8
30,"RT @RyoSchill: Welcome to France @LFC !! 

#stadedefrance #darmanin #macron #FDO #Liverpool #RealMadrid #ChampionsLeague",1538410177522810880,120,Twitter Web App,0,1,2022-06-19 06:35:43+00:00,1,Positive,0.8
31,RT @MattiasArvidss1: all surveillance video from #stadedefrance are erased. Why am I not surprised #LFC #YNWA #JFT97 #UCLfinal  #ChampionsL…,1538409967350337536,140,Twitter Web App,0,2,2022-06-19 06:34:53+00:00,-1,Negative,-0.05
32,"Carlo Ancelotti 💙 what is a manager ❤️
Drop ur thought 
#ChelseaFC #RealMadrid #ChampionsLeague #EPL https://t.co/fTvMuUCLsJ",1538408331114688513,124,Twitter for Android,1,0,2022-06-19 06:28:23+00:00,0,Neutral,0.0
33,"RT @unifamosos: ¡Wow! #CamilaCabello le hizo un homenaje a sus raíces mexicanas en su presentación en la #ChampionsLeague en París. 😍
https…",1538406239788490752,140,Twitter for Android,0,84,2022-06-19 06:20:04+00:00,1,Positive,0.1
34,MANCHESTER UNITED HAVE THE QUALITY NEEDED TO BREAK THE CEILING OF EXPECTATION SET FOR THE CURRENT MANCHESTER UNITED… https://t.co/A5a2OSle29,1538403492343300099,140,Twitter for Android,0,0,2022-06-19 06:09:09+00:00,0,Neutral,0.0
35,"RT @unifamosos: ¡Wow! #CamilaCabello le hizo un homenaje a sus raíces mexicanas en su presentación en la #ChampionsLeague en París. 😍
https…",1538403030122393600,140,Twitter for Android,0,84,2022-06-19 06:07:19+00:00,1,Positive,0.1
36,"ROMELU #Lukaku  2022| Statistiche  #PremierLeague   e  #ChampionsLeague   | #Chelsea 
Welcome to #Inter ?
👇👇👇👇👇👇

https://t.co/cYCZj7LvY4",1538401131541454848,137,Twitter Web App,1,0,2022-06-19 05:59:46+00:00,1,Positive,0.8
37,"#Totti assicura: ""#Celik e #Frattesi da #ChampionsLeague""

#ASRoma #Calciomercato #LaGazzettadelloSport 

https://t.co/obhJZ88n8E",1538399566013374465,129,Twitter Web App,2,0,2022-06-19 05:53:33+00:00,0,Neutral,0.0
38,"Ende #Handball Herren #ChampionsLeague FinalFour 1/2Finale 
35:37 TelekomVeszprem vs #ViveKielce 
30:34 THWKiel vs #FCBarcelona",1538389111484080129,127,Twitter Web App,0,0,2022-06-19 05:12:00+00:00,0,Neutral,0.0
39,"O bolsonarista Kassio #Nunes usou o jatinho de um advogado q tem processos em curso no #STF.

Tour custou 250 mil e… https://t.co/oulqIK2rks",1538386777144172544,140,Twitter Web App,0,0,2022-06-19 05:02:44+00:00,0,Neutral,0.0
40,RT @InfamousCaveman: Will we finish within the Top 6 and then to build to finish in a #ChampionsLeague or #Europaleague spot?? Everything's…,1538379964571066370,140,Twitter for Android,0,1,2022-06-19 04:35:39+00:00,1,Positive,0.5
41,RT @InfamousCaveman: @BLAKJOKKER @BlazedRTs @SpideyRTs @PromoteAMGamers @rtsmallstreams @SupStreamers @promo_streams @wwwanpaus @sme_rt Wil…,1538378986753081344,140,RetweetPicko,0,1,2022-06-19 04:31:46+00:00,0,Neutral,0.0
42,@BLAKJOKKER @BlazedRTs @SpideyRTs @PromoteAMGamers @rtsmallstreams @SupStreamers @promo_streams @wwwanpaus @sme_rt… https://t.co/9Sjh1pGZ94,1538378820054618122,139,Twitter for Android,0,1,2022-06-19 04:31:07+00:00,0,Neutral,0.0
43,RT @InfamousCaveman: @vanessa_step @BlazedRTs @SpideyRTs @PromoteAMGamers @rtsmallstreams @SupStreamers @promo_streams @wwwanpaus @sme_rt W…,1538378650764050432,140,RetweetPicko,0,1,2022-06-19 04:30:26+00:00,0,Neutral,0.0
44,@vanessa_step @BlazedRTs @SpideyRTs @PromoteAMGamers @rtsmallstreams @SupStreamers @promo_streams @wwwanpaus… https://t.co/gRoufFYG0T,1538378531025178624,133,Twitter for Android,0,1,2022-06-19 04:29:58+00:00,0,Neutral,0.0
45,@Mandy_Hale1 @BlazedRTs @sme_rt @PromoteAMGamers @rtsmallstreams @SupStreamers @promo_streams @StreamersRT1… https://t.co/V69lpLDBgY,1538378471289851904,132,Twitter for Android,0,0,2022-06-19 04:29:43+00:00,0,Neutral,0.0
46,@SKTheKingYT Will we finish within the Top 6 and then to build to finish in a #ChampionsLeague or #Europaleague spo… https://t.co/foszqR8pMv,1538378345607479296,140,Twitter for Android,1,0,2022-06-19 04:29:13+00:00,1,Positive,0.5
47,"Help develop your Kids Football skills with a 1:1 PRO COACH, Football skills assessment 👉 Download Now:… https://t.co/ih3VUqoWfp",1538374260560904193,128,Twitter for Android,0,0,2022-06-19 04:12:59+00:00,0,Neutral,0.0
48,The #ChampionsLeague Fake Tickets Disaster Could Have Been Avoided Using #blockchaintechnology… https://t.co/eF72wzL7Tn,1538371364922732545,119,Twitter Web App,9,2,2022-06-19 04:01:29+00:00,-1,Negative,-0.5
49,"👉 Το αίτημα της Μακάμπι Χάιφα
https://t.co/pA3YgPBstW
#ChampionsLeague #Football",1538370994875662336,80,TweetDeck,0,0,2022-06-19 04:00:01+00:00,0,Neutral,0.0
50,"PARTIDOS DE HOY #Torneo2022 #Brasileirao

Inscribite y participá en el #PRODE de la #ChampionsLeague 2022-23. El 21… https://t.co/6y3mny7uEd",1538359737024143360,140,Metricool,0,0,2022-06-19 03:15:17+00:00,0,Neutral,0.0
51,"Oi Galera! Conhecem o Ditado Que Pagam os Justos pelos Pecadores? By Dom Quijote

#VamosJuntosPeloBrasil… https://t.co/UUWfOTmbMY",1538348800187711497,129,IFTTT,0,0,2022-06-19 02:31:49+00:00,0,Neutral,0.0
52,Spagetti #review #FathersDay #KinnPorscheWorldTour #insiders #Always You #BBQ #COFFEECREATION… https://t.co/HBnVt3vGUV,1538348049503662080,118,Twitter for iPhone,0,0,2022-06-19 02:28:50+00:00,0,Neutral,0.0
53,"RT @thedar_ms: Finally got a pic with the Champions League trophy 🏆 and got to have fun at the Juneteenth game! 
https://t.co/3n66dTv1bW
#s…",1538347269480558592,140,Twitter for Android,0,1,2022-06-19 02:25:44+00:00,-1,Negative,-0.03333333333333335
54,"RT @VickyS_Ok: Final en el Etihad (4-3) semi (ida) #ChampionsLeague el #ManCity se impuso desde su idea de juego, el #RealMadrid aprovechó…",1538344686502481920,139,Twitter Web App,0,122,2022-06-19 02:15:28+00:00,1,Positive,0.25
55,RT @PanAfricaFooty: Malian 🇲🇱 midfielder Yves Bissouma is excited about playing in the Champions League after his blockbuster move from Bri…,1538343232421117952,140,Twitter for Android,0,1,2022-06-19 02:09:42+00:00,1,Positive,0.375
56,"Ingresa a mi canal de #Youtube y no te pierdas el EP. 2 Análisis de la final de la #championsleague  y el ""NO"" de… https://t.co/iUciEEIC43",1538340600130506752,138,Twitter for Android,0,0,2022-06-19 01:59:14+00:00,0,Neutral,0.0
57,"Son's first champions league finals, 13 years ago! 

#romafinals2009 #uclfinal2009 #championsleague @ Roma, Italia https://t.co/BxAlmdH2uj",1538340359989776385,138,Instagram,0,0,2022-06-19 01:58:17+00:00,1,Positive,0.25
58,"RT @DavidKBryant: English soccer has brexited all by itself.
#brexit #ChampionsLeague",1538333817072672773,85,Twitter Web App,0,9,2022-06-19 01:32:17+00:00,0,Neutral,0.0
59,Dominante #Liverpool demuestra al Villarreal que hay niveles en la #Champions League https://t.co/7ecjzBLQTl #championsleague,1538321962010873857,125,Revive Social App,0,0,2022-06-19 00:45:11+00:00,0,Neutral,0.0
60,"La #ChampionsLeague espera por Julián Álvarez

Detalles 👇🔗 https://t.co/qcAu21g6lD",1538318141633208325,82,Twitter Web App,0,0,2022-06-19 00:30:00+00:00,0,Neutral,0.0
61,"Les gusta el fútbol?, Ambiente de champions league #ChampionsLeague, vamos Rodolfo!!

#RHGanador… https://t.co/VPiuWMXTxT",1538317672240271363,121,Twitter for Android,0,0,2022-06-19 00:28:08+00:00,0,Neutral,0.0
62,"RT @RealMadridCFFR1: ⚪🚨Rodrygo: ""Le gardien de but de réserve sur le banc a dit"" il (Benzema) va le faire "", j'ai pensé"" non ... est-ce qu'…",1538307524763561984,140,Twitter for Android,0,5,2022-06-18 23:47:48+00:00,0,Neutral,0.0
63,"#Wallpapers 4k I Real Madrid 
#ChampionsLeague https://t.co/f5tFtjMwij",1538303146983923712,70,Twitter for iPhone,6,0,2022-06-18 23:30:25+00:00,1,Positive,0.2
64,"@omartoctoc @EdenMadriz Y encima, ganaron su 14 copa de #ChampionsLeague. 😆",1538296789706629122,75,Twitter for Android,0,0,2022-06-18 23:05:09+00:00,0,Neutral,0.0
65,"@ManUtd theyve not made them like this for a while 

#1999 #treble #prem #facup #championsleague https://t.co/nW281HHhgY",1538296525926846464,120,Twitter for Android,0,0,2022-06-18 23:04:06+00:00,0,Neutral,0.0
66,"Become a member of the team let's earn together guys! Matches are directly from our team...
Let's play tomorrow gam… https://t.co/hXdJbF8WOx",1538296172384817152,140,Twitter for Android,0,0,2022-06-18 23:02:42+00:00,1,Positive,0.1
67,"E:
Investigan a una persona por vender entradas falsas de la final de #ChampionsLeague .

https://t.co/J1dQu2jBAO",1538295425718960129,113,Twitter Web App,0,0,2022-06-18 22:59:44+00:00,0,Neutral,0.0
68,"RT @ivancar_02: Ahora sí, se viene la #14, la #ChampionsLeague, la #ConferenceLeague y la #CopaLibertadores ! 😌 https://t.co/d9Lf9yyMC3",1538295099838316544,135,Twitter for iPhone,0,2,2022-06-18 22:58:26+00:00,0,Neutral,0.0
69,@Cristiano no te vayas a quedar sin jugar tu competición favorita osea #ChampionsLeague 🙏🙏🙏 seria una lastima no ve… https://t.co/uwVd3MfRlc,1538293925131304960,140,Twitter Web App,0,0,2022-06-18 22:53:46+00:00,0,Neutral,0.0
70,Sure Match: Flora Tallinn-Nomme JK Kalju - 19.06.2022 Bet on #FLORATALLINN - 1.46  -  ESTONIA  -  #ChampionsLeague… https://t.co/KCl9Kem6iU,1538292132968075264,139,IFTTT,0,0,2022-06-18 22:46:39+00:00,1,Positive,0.5
71,"Ahora sí, se viene la #14, la #ChampionsLeague, la #ConferenceLeague y la #CopaLibertadores ! 😌 https://t.co/d9Lf9yyMC3",1538290527489216514,119,Twitter for Android,9,2,2022-06-18 22:40:16+00:00,0,Neutral,0.0
72,Finally got a pic with the Champions League trophy 🏆 and got to have fun at the Juneteenth game!… https://t.co/cSCQaBuG8b,1538288943178739712,121,Twitter for Android,7,1,2022-06-18 22:33:58+00:00,-1,Negative,-0.03333333333333335
73,"RT @interiorgob: 🔴 ¿Sabes cómo se protege un partido de alto riesgo?

Entramos en el dispositivo de @policia para el @realmadrid-@ManCityES…",1538288642883563522,140,Twitter Web App,0,69,2022-06-18 22:32:47+00:00,0,Neutral,0.0
74,#UEFA's Plans To RUIN The #ChampionsLeague https://t.co/0KANS3oJ1q via @YouTube,1538287771831484417,79,Twitter Web App,0,0,2022-06-18 22:29:19+00:00,0,Neutral,0.0
75,Will we finish within the Top 6 and then to build to finish in a #ChampionsLeague or #Europaleague spot?? Everythin… https://t.co/lOY54NsbDq,1538279889970896897,140,Twitter for Android,0,1,2022-06-18 21:58:00+00:00,1,Positive,0.5
76,@SmallStreamersC @SmallStreamersR Will we finish within the Top 6 and then to build to finish in a #ChampionsLeague… https://t.co/6t6pSId9Fe,1538279838846439424,140,Twitter for Android,0,0,2022-06-18 21:57:48+00:00,1,Positive,0.5
77,@Social_Pro_Mote Will we finish within the Top 6 and then to build to finish in a #ChampionsLeague or #Europaleague… https://t.co/0XRFQ73oEm,1538279805367508993,140,Twitter for Android,1,0,2022-06-18 21:57:40+00:00,1,Positive,0.5
78,Malian 🇲🇱 midfielder Yves Bissouma is excited about playing in the Champions League after his blockbuster move from… https://t.co/e2oCoahYXL,1538279410973003776,140,Twitter for Android,3,1,2022-06-18 21:56:06+00:00,1,Positive,0.375
79,"#Food is always a good idea😁

#Wijnaldum #ansufati #Lingard #SoccerAid #RogerMoore #UnitedKingdom #asensio #sports… https://t.co/f7mpQ4168D",1538275400261959681,139,Twitter Web App,0,0,2022-06-18 21:40:09+00:00,1,Positive,0.7
80,RT @CallMeAdoration: All I can see in your eye's is urgent 2k and infection || Ekeh Adoration Comedy || #RMACHE #BeastFDFS #StrangerThings4…,1538273111933698048,140,Twitter for Android,0,2,2022-06-18 21:31:04+00:00,0,Neutral,0.0
81,"📲 https://t.co/YUF1vJNWtC

#football #soccer #messi #ronaldo #championsleague #barcelona #realmadrid #neymar #cr7… https://t.co/0hQ3sGIGhq",1538272869775462401,138,OnlyPultCom,0,0,2022-06-18 21:30:06+00:00,0,Neutral,0.0
82,"RT @interiorgob: 🔴 ¿Sabes cómo se protege un partido de alto riesgo?

Entramos en el dispositivo de @policia para el @realmadrid-@ManCityES…",1538270646186147841,140,Twitter for Android,0,69,2022-06-18 21:21:16+00:00,0,Neutral,0.0
83,"Cobramos PICKETAZO en la MLS, momio +125
✅✅✅✅✅

#pronosticosdeportivos #ChampionsLeague #CalienteMX #futbol… https://t.co/GviEFW5YOQ",1538267993469337600,132,Twitter for iPhone,1,0,2022-06-18 21:10:43+00:00,0,Neutral,0.0
84,"✅ العميل 686

|#beINSPORTS
|#تجديد_اشتراك_بي_ان_سبورت
|#تجديد_bein
|#beIN
|#ssc_sports
|#ChampionsLeague
|… https://t.co/05xQ6Ao0OY",1538265580805009409,131,Twitter for iPhone,0,0,2022-06-18 21:01:08+00:00,0,Neutral,0.0
85,"#SabiasQue 📰 #CR7𓃵 lleva 16 temporadas al pie del cañón como máximo G⚽LEADOR en los clubes donde ha estado...

Vest… https://t.co/nOognf55Uz",1538265029170155520,140,Twitter for Android,0,0,2022-06-18 20:58:57+00:00,0,Neutral,0.0
86,"RT @matmosciatti11: “#Lukaku? All’#Inter è stato bene, ha vinto e vuol continuare a vincere. #Haaland al #ManCity? Lotterà per vincere la #…",1538262534964359168,140,Twitter for iPhone,0,1,2022-06-18 20:49:02+00:00,0,Neutral,0.0
87,Will we finish within the Top 6 and then to build to finish in a #ChampionsLeague or #Europaleague  spot?? Everythi… https://t.co/0kxYJnrfhn,1538262472557309954,140,Twitter for Android,0,0,2022-06-18 20:48:47+00:00,1,Positive,0.5
88,"RT @asare_b_caleb: I'm not here to curse the darkness, but to light the candle that can guide us through that darkness to a safe and sane f…",1538262045128372225,140,Twitter for iPhone,0,39,2022-06-18 20:47:05+00:00,1,Positive,0.45
89,"Dokter Timnas Mesir Ungkap Fakta Mohamed Salah Ketika Bertanding di Final Liga Champions 2021-2022, Apa Itu?… https://t.co/feNq29qc8L",1538262037352292352,133,OkezoneMobile,0,0,2022-06-18 20:47:03+00:00,0,Neutral,0.0
90,"RT @matmosciatti11: “#Matic? Se #Mourinho lo ha scelto, sarà utile alla squadra. È un grande giocatore. Penso abbia la mentalità giusta per…",1538261788973744128,140,Twitter for iPhone,0,2,2022-06-18 20:46:04+00:00,0,Neutral,0.0
91,"I won't be surprised if we win #LaDecimoquinto next season..

Underestimate Real Madrid at your peril,… https://t.co/3qWDJ5Fpst",1538258866525323264,127,Twitter for Android,0,0,2022-06-18 20:34:27+00:00,1,Positive,0.275
92,"📲 https://t.co/YUF1vJNWtC

#football #soccer #messi #championsleague #ronaldo #cristianoronaldo #barcelona… https://t.co/VuzMYRMtf9",1538257778623623170,131,OnlyPultCom,0,0,2022-06-18 20:30:08+00:00,0,Neutral,0.0
93,Aus der Traum vom Handball-Märchen: Der #THW #Kiel ist im Halbfinale um die #ChampionsLeague durch eine 30:34-Niede… https://t.co/5JqxZAUuGx,1538257019777449984,140,Echobox,3,0,2022-06-18 20:27:07+00:00,0,Neutral,0.0
94,"Libre de lesiones, jugó 3.629 minutos.
#PremierLeague:
🏟 31 Partidos
⚽️ 3 Goles
🎯 3 Asistencia
🚫 16 Cleansheets… https://t.co/H0iuwLpoT3",1538256718941106177,136,Twitter for Android,0,0,2022-06-18 20:25:55+00:00,0,Neutral,0.0
95,"RT @artistofthezeus: 21 Savage-Pad Lock https://t.co/ROvMcmfk5R via @YouTube

#ChampionsLeague #ElonMusk #cryptocurrency #365daysThisDay #A…",1538253044550447105,140,Twitter for iPhone,0,1,2022-06-18 20:11:19+00:00,0,Neutral,0.0
96,"RT @MilanCritic: Buon compleanno al Mister dei Mister, Don Fabio #Capello, unico allenatore del #Milan a vincere un campionato senza sconfi…",1538252925943877633,140,Twitter for Android,0,1,2022-06-18 20:10:51+00:00,0,Neutral,0.0
97,"RT @Romo_Arenas: 🔴 TORNEO/TXAPELKETA⚫️

🏆 Otra experiencia ante un equipo #ChampionsLeague 

➡️ El Arenas 2009 se ha enfrentado en el @Torn…",1538248331318681608,140,Twitter for iPhone,0,1,2022-06-18 19:52:36+00:00,0,Neutral,0.0
98,"🔴 TORNEO/TXAPELKETA⚫️

🏆 Otra experiencia ante un equipo #ChampionsLeague 

➡️ El Arenas 2009 se ha enfrentado en e… https://t.co/7D6sBUkn1N",1538247709693513730,140,Twitter for iPhone,9,1,2022-06-18 19:50:07+00:00,0,Neutral,0.0
99,"Os mágico do pé esquerdo!

#ChampionsLeague #DiMaria #ozil #robben #CheGuevara #Samantha https://t.co/fKUFav6IuL",1538247626172379138,112,Twitter for Android,0,0,2022-06-18 19:49:47+00:00,0,Neutral,0.0
100,RT @Act4pal1: Remember this: #Celtic have been fined by #UEFA for flying #Palestine flags in a #ChampionsLeague play off match against Hapo…,1538246493517250572,140,Twitter for Android,0,4,2022-06-18 19:45:17+00:00,0,Neutral,0.0
101,"RT @botonrojoM: Festival del Sotol 2022 en Torreón está casi listo
Sotol Fest Trc 
-
Síguenos para más noticias, y encuentra artículos de t…",1538245483654701057,140,Twitter for Android,0,1,2022-06-18 19:41:17+00:00,0,Neutral,0.0
102,Che intenditore di calcio😂 #Roma #totti #serieatipo #Totti #ChampionsLeague https://t.co/0cLwpM3xtr,1538244393869639683,99,Twitter for iPhone,0,0,2022-06-18 19:36:57+00:00,0,Neutral,0.0
103,Por aquí os dejo una foto de mi nuevo tatuaje😍🙈 #HalaMadrid #ChampionsLeague @realmadrid https://t.co/pxba5nnkTo,1538238877386915840,112,Twitter for iPhone,0,0,2022-06-18 19:15:02+00:00,0,Neutral,0.0
104,"🎥 S'il n'y a pas Thibaut Courtois, il n'y a pas de 14ème #ChampionsLeague... https://t.co/0HuDPQnYsE",1538235204816588801,100,Twitter Web App,7,0,2022-06-18 19:00:26+00:00,0,Neutral,0.0
105,Come watch my team and I play in Seattle!! #ChampionsLeague #ECNLPlayoffs #ECNL https://t.co/oeysreMaCR,1538234869846667264,103,Twitter for iPhone,0,0,2022-06-18 18:59:06+00:00,0,Neutral,0.0
106,On approche de la fin de notre série le Bilan 😢 Place aux entraîneurs de la saison dans les grands championnats eur… https://t.co/FuUbgtDkdU,1538233836311654400,140,Twitter Web App,1,0,2022-06-18 18:55:00+00:00,0,Neutral,0.0
107,Der #THWKiel konnte im Halbfinale der #ChampionsLeague in Köln nur eine Hälfte lang mit dem FC Barcelona mithalten.… https://t.co/tv8ag7Yjhi,1538230409632403458,140,Twitter Web App,1,0,2022-06-18 18:41:23+00:00,0,Neutral,0.0
108,3 days until wheels up for Seattle!! Getting some extra touches in before #ecnlplayoffs 💪💪 #championsleague… https://t.co/Vbtm9iH8In,1538229306941399040,132,Twitter for iPhone,1,0,2022-06-18 18:37:00+00:00,0,Neutral,0.0
109,"RT @PaulinaMkama: Congrats to @stephencurry30 the Finals MVP, 2022 NBA CHAMPIONS, We welcome you again to celebrate the Championship in Tan…",1538227835868954624,140,Twitter for Android,0,9,2022-06-18 18:31:09+00:00,1,Positive,0.8
110,"RT @Patrick4HD: 🎥 Querido equipo, que las voces de la afición os guíen hacia la victoria. Vamos todos juntos, porque Somos Uno, somos el Re…",1538226846243897346,140,Twitter for Android,0,1448,2022-06-18 18:27:13+00:00,0,Neutral,0.0
